ID	CONCEPT	COUNTERPART	PROTOFORM	DERIVATION_CLASS	NOTE_PRESENT	PRODUCTION_STATUS	SOURCE_MATERIAL_STATUS	SOURCE_MATERIAL_PATHS	PRIORITY_TIER	PILOT_BATCH_CANDIDATE	MODEL_ENTRY_CANDIDATE	NEEDS_EXCEPTION_AGENT	REASON
2196	sleep	slǣpan	*slḗpaną	regular	yes	none	source_material_available	dev_notes_slices/2196-sleep-slǣpan.md, packets/2196-sleep-slǣpan.md, research_memos/2196-sleep-slǣpan.md, research_memos/batch_28_summary.md	P2_regular_with_note_missing_production	no	no	no	Regular row has a NOTE and supporting source material but no manifest-backed production report.
2197	slime	slīm	*slḯmą	regular	no	none	source_material_available	dev_notes_slices/2197-slime-slīm.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2198	smear	smierwan	*smérwijaną	regular	yes	none	source_material_available	dev_notes_slices/2198-smear-smierwan.md, research_memos/2198-smear-smierwan.md	P2_regular_with_note_missing_production	no	no	no	Regular row has a NOTE and supporting source material but no manifest-backed production report.
2199	snow	snāw	*snáiwaz	regular	no	none	source_material_available	dev_notes_slices/2199-snow-snāw.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2200	sorrow	sorg	*súrgō	regular	no	none	source_material_available	dev_notes_slices/2200-sorrow-sorg.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2201	soul	sāwol	*sáiwalō	regular	no	none	source_material_available	dev_notes_slices/2201-soul-sāwol.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2202	span	spannan	*spánnaną	regular	yes	none	source_material_available	dev_notes_slices/2202-span-spannan.md, packets/2202-span-spannan.md, research_memos/2202-span-spannan.md	P2_regular_with_note_missing_production	no	no	no	Regular row has a NOTE and supporting source material but no manifest-backed production report.
2203	span	spanne	*spánnai	late_analogy	yes	manifest_pilot	manifest_backed	pilot/span.md	P3_manifest_pilot_review_or_upgrade	no	no	maybe	Existing manifest-backed pilot report; review before any promotion to full.
2204	spar	spearra	*spárrô	regular	yes	none	source_material_available	dev_notes_slices/2204-spar-spearra.md, packets/2204-spar-spearra.md, research_memos/2204-spar-spearra.md	P2_regular_with_note_missing_production	no	no	no	Regular row has a NOTE and supporting source material but no manifest-backed production report.
2205	spare	sparian	*spárōjaną	early_analogy	yes	none	source_material_available	dev_notes_slices/2205-spare-sparian.md, packets/2205-spare-sparian.md, research_memos/2205-spare-sparian.md	P1_nonregular_missing_production	no	no	no	Non-regular early_analogy row with supporting source material but no manifest-backed production report.
2206	spear	speoru	*spéru	regular	no	none	source_material_available	dev_notes_slices/2206-spear-speoru.md, packets/2102-light-līehtan.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2207	spin	spinnan	*spínnaną	regular	no	none	source_material_available	dev_notes_slices/2207-spin-spinnan.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2208	spindle	spinl	*spénnilō	regular	no	none	source_material_available	dev_notes_slices/2208-spindle-spinl.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2209	spoon	spōn	*spḗnuz	regular	no	none	source_material_available	dev_notes_slices/2209-spoon-spōn.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2210	spread	sprǣdan	*spráidijaną	regular	no	none	source_material_available	dev_notes_slices/2210-spread-sprǣdan.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2211	spur	spora	*spúrô	regular	no	none	source_material_available	dev_notes_slices/2211-spur-spora.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2212	staff	stæf	*stábaz	early_analogy	yes	none	source_material_available	dev_notes_slices/2212-staff-stæf.md, packets/2212-staff-stæf.md, research_memos/2212-staff-stæf.md	P1_nonregular_missing_production	no	no	no	Non-regular early_analogy row with supporting source material but no manifest-backed production report.
2213	start	styrtan	*stúrtijaną	regular	no	none	source_material_available	dev_notes_slices/2213-start-styrtan.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2214	starve	steorfan	*stérbaną	regular	no	none	source_material_available	dev_notes_slices/2214-starve-steorfan.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2215	steal	stelan	*stélaną	regular	no	none	source_material_available	dev_notes_slices/2215-steal-stelan.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2216	stem	stefn	*stébnō	early_analogy	yes	none	source_material_available	dev_notes_slices/2216-stem-stefn.md, packets/2216-stem-stefn.md, research_memos/2216-stem-stefn.md, research_memos/batch_29_summary.md	P1_nonregular_missing_production	no	no	no	Non-regular early_analogy row with supporting source material but no manifest-backed production report.
2217	still	stillan	*stéllijaną	regular	yes	none	source_material_available	dev_notes_slices/2217-still-stillan.md, packets/2217-still-stillan.md, research_memos/2217-still-stillan.md	P2_regular_with_note_missing_production	no	no	no	Regular row has a NOTE and supporting source material but no manifest-backed production report.
2219	stock	stocc	*stúkkaz	regular	no	none	source_material_available	dev_notes_slices/2219-stock-stocc.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2220	stone	stān	*stáinaz	regular	no	none	source_material_available	dev_notes_slices/2220-stone-stān.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2221	stool	stōl	*stōlaz	regular	no	none	source_material_available	dev_notes_slices/2221-stool-stōl.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2222	stork	storc	*stúrkaz	regular	no	none	source_material_available	dev_notes_slices/2222-stork-storc.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2223	storm	storm	*stúrmaz	regular	no	none	source_material_available	dev_notes_slices/2223-storm-storm.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2224	straw	strēaw	*stráwą	regular	no	none	source_material_available	dev_notes_slices/2224-straw-strēaw.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2225	stream	strēam	*stráumaz	regular	no	none	source_material_available	dev_notes_slices/2225-stream-strēam.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2226	stretch	streċċan	*strákkijaną	regular	no	none	source_material_available	dev_notes_slices/2226-stretch-streċċan.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2227	strew	strīeġan	*stráwjaną	reconstructed_oe	yes	none	source_material_available	dev_notes_slices/2227-strew-strīeġan.md, research_memos/2227-strew-strīeġan.md	P1_nonregular_missing_production	no	no	maybe	Non-regular reconstructed_oe row with supporting source material but no manifest-backed production report.
2228	string	strenġ	*strángiz	regular	no	none	source_material_available	dev_notes_slices/2228-string-strenġ.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2229	stud	stōd	*stōdą	regular	no	none	source_material_available	dev_notes_slices/2229-stud-stōd.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2230	summer	sumer	*súmaraz	regular	yes	none	source_material_available	dev_notes_slices/2230-summer-sumer.md, packets/2230-summer-sumer.md, research_memos/2230-summer-sumer.md	P2_regular_with_note_missing_production	no	no	no	Regular row has a NOTE and supporting source material but no manifest-backed production report.
2231	sun	sunne	*súnnōn	regular	no	none	source_material_available	dev_notes_slices/2231-sun-sunne.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2232	sunder	sundrian	*súndrōjaną	regular	yes	none	source_material_available	dev_notes_slices/2232-sunder-sundrian.md, packets/2232-sunder-sundrian.md, research_memos/2232-sunder-sundrian.md	P2_regular_with_note_missing_production	no	no	no	Regular row has a NOTE and supporting source material but no manifest-backed production report.
2233	sup	sūpan	*sūpaną	regular	no	none	source_material_available	dev_notes_slices/2233-sup-sūpan.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2234	swallow	swealwe	*swálwōn	regular	yes	none	source_material_available	dev_notes_slices/2234-swallow-swealwe.md, packets/2234-swallow-swealwe.md, research_memos/2234-swallow-swealwe.md	P2_regular_with_note_missing_production	no	no	no	Regular row has a NOTE and supporting source material but no manifest-backed production report.
2235	swan	swanes	*swánas	early_analogy	no	none	source_material_available	dev_notes_slices/2235-swan-swanes.md, packets/2235-swan-swanes.md, research_memos/2235-swan-swanes.md, research_memos/batch_30_summary.md	P1_nonregular_missing_production	no	no	no	Non-regular early_analogy row with supporting source material but no manifest-backed production report.
2236	swell	swellan	*swéllaną	regular	no	none	source_material_available	dev_notes_slices/2236-swell-swellan.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2237	swim	swimman	*swímmaną	regular	no	none	source_material_available	dev_notes_slices/2237-swim-swimman.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2238	swine	swīn	*swḯną	regular	yes	none	source_material_available	dev_notes_slices/2238-swine-swīn.md, packets/2238-swine-swīn.md, research_memos/2238-swine-swīn.md	P2_regular_with_note_missing_production	no	no	no	Regular row has a NOTE and supporting source material but no manifest-backed production report.
2239	sword	sweord	*swérdą	regular	no	none	source_material_available	dev_notes_slices/2239-sword-sweord.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2240	tap	tæppa	*táppô	known_unmodelled	yes	manifest_pilot	manifest_backed	pilot/tap.md	P3_manifest_pilot_review_or_upgrade	no	no	maybe	Existing manifest-backed pilot report; review before any promotion to full.
2241	team	tēam	*táugmaz	regular	no	none	source_material_available	dev_notes_slices/2241-team-tēam.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2242	ten	tēon	*téxun	attested_variant	yes	none	source_material_available	dev_notes_slices/2242-ten-tēon.md, research_memos/2242-ten-tēon.md	P1_nonregular_missing_production	no	no	maybe	Non-regular attested_variant row with supporting source material but no manifest-backed production report.
2243	thane	þeġn	*θégnaz	regular	no	none	source_material_available	dev_notes_slices/2243-thane-þeġn.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2244	thanks	þanc	*θánkaz	regular	no	none	source_material_available	dev_notes_slices/2244-thanks-þanc.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2245	thatch	þæc	*θáką	regular	no	none	source_material_available	dev_notes_slices/2245-thatch-þæc.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2246	thief	þēof	*θéubaz	regular	no	none	source_material_available	dev_notes_slices/2246-thief-þēof.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2247	thing	þing	*θíngą	regular	no	none	source_material_available	dev_notes_slices/2247-thing-þing.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2248	think	þenċan	*θánkijaną	regular	yes	none	source_material_available	dev_notes_slices/2248-think-þenċan.md, packets/2248-think-þenċan.md, research_memos/2248-think-þenċan.md	P2_regular_with_note_missing_production	no	no	no	Regular row has a NOTE and supporting source material but no manifest-backed production report.
2249	thirst	þurst	*θúrstuz	regular	no	none	source_material_available	dev_notes_slices/2249-thirst-þurst.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2250	thistle	þistles	*θístilas	late_analogy	yes	manifest_pilot	manifest_backed	pilot/thistle.md	P3_manifest_pilot_review_or_upgrade	no	no	maybe	Existing manifest-backed pilot report; review before any promotion to full.
2251	thorn	þorn	*θúrnaz	regular	yes	none	source_material_available	dev_notes_slices/2251-thorn-þorn.md, research_memos/2251-thorn-þorn.md	P2_regular_with_note_missing_production	no	no	no	Regular row has a NOTE and supporting source material but no manifest-backed production report.
2252	thousand	þūsend	*θūs-èndi	early_analogy	yes	none	source_material_available	dev_notes_slices/2252-thousand-þūsend.md, packets/2252-thousand-þūsend.md, research_memos/2252-thousand-þūsend.md	P1_nonregular_missing_production	no	no	no	Non-regular early_analogy row with supporting source material but no manifest-backed production report.
2253	thrash	þresċan	*θréskaną	regular	no	none	source_material_available	dev_notes_slices/2253-thrash-þresċan.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2254	three	þrīe	*θréjez	attested_variant	yes	none	source_material_available	dev_notes_slices/2254-three-þrīe.md, packets/2254-three-þrīe.md, research_memos/2254-three-þrīe.md, research_memos/batch_06_summary.md	P1_nonregular_missing_production	no	no	maybe	Non-regular attested_variant row with supporting source material but no manifest-backed production report.
2255	thunder	þunor	*θúnraz	regular	no	none	source_material_available	dev_notes_slices/2255-thunder-þunor.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2256	tick	ticca	*tíkkô	regular	no	none	source_material_available	dev_notes_slices/2256-tick-ticca.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2257	tide	tīd	*tḯdiz	regular	yes	none	source_material_available	dev_notes_slices/2257-tide-tīd.md, packets/2257-tide-tīd.md, research_memos/2257-tide-tīd.md	P2_regular_with_note_missing_production	no	no	no	Regular row has a NOTE and supporting source material but no manifest-backed production report.
2258	timber	timber	*tímbrą	early_analogy	yes	none	source_material_available	dev_notes_slices/2258-timber-timber.md, packets/2258-timber-timber.md, research_memos/2258-timber-timber.md, research_memos/batch_32_summary.md	P1_nonregular_missing_production	no	no	no	Non-regular early_analogy row with supporting source material but no manifest-backed production report.
2259	toe	tā	*táixōn	regular	no	none	source_material_available	dev_notes_slices/2259-toe-tā.md, packets/2260-token-tācn.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2260	token	tācn	*táikną	regular	yes	none	source_material_available	dev_notes_slices/2260-token-tācn.md, research_memos/2260-token-tācn.md	P2_regular_with_note_missing_production	no	no	no	Regular row has a NOTE and supporting source material but no manifest-backed production report.
2261	tongs	tang	*tángō	regular	no	none	source_material_available	dev_notes_slices/2261-tongs-tang.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2262	tongue	tunge	*túngōn	regular	no	none	source_material_available	dev_notes_slices/2262-tongue-tunge.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2263	town	tūn	*tūną	regular	yes	none	source_material_available	dev_notes_slices/2263-town-tūn.md, packets/2263-town-tūn.md, research_memos/2263-town-tūn.md	P2_regular_with_note_missing_production	no	no	no	Regular row has a NOTE and supporting source material but no manifest-backed production report.
2264	tread	tredan	*trédaną	regular	no	none	source_material_available	dev_notes_slices/2264-tread-tredan.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2265	trough	trog	*trúgą	regular	no	none	source_material_available	dev_notes_slices/2265-trough-trog.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2266	wade	wadan	*wádaną	regular	yes	none	source_material_available	dev_notes_slices/2266-wade-wadan.md, packets/2266-wade-wadan.md, research_memos/2266-wade-wadan.md	P2_regular_with_note_missing_production	no	no	no	Regular row has a NOTE and supporting source material but no manifest-backed production report.
2267	wain	wæġn	*wágnaz	regular	no	none	source_material_available	dev_notes_slices/2267-wain-wæġn.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2268	wake	wacan	*wákaną	early_analogy	yes	none	source_material_available	dev_notes_slices/2268-wake-wacan.md, packets/2268-wake-wacan.md, research_memos/2268-wake-wacan.md, research_memos/batch_33_summary.md	P1_nonregular_missing_production	no	no	no	Non-regular early_analogy row with supporting source material but no manifest-backed production report.
2269	warp	wearp	*wárpą	regular	no	none	source_material_available	dev_notes_slices/2269-warp-wearp.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2270	warp	weorpan	*wérpaną	regular	yes	none	source_material_available	dev_notes_slices/2270-warp-weorpan.md, packets/2270-warp-weorpan.md, research_memos/2270-warp-weorpan.md	P2_regular_with_note_missing_production	no	no	no	Regular row has a NOTE and supporting source material but no manifest-backed production report.
2271	wart	wearte	*wártōn	regular	no	none	source_material_available	dev_notes_slices/2271-wart-wearte.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2272	wash	wascan	*wáskaną	regular	yes	none	source_material_available	dev_notes_slices/2272-wash-wascan.md, packets/2272-wash-wascan.md, research_memos/2272-wash-wascan.md	P2_regular_with_note_missing_production	no	no	no	Regular row has a NOTE and supporting source material but no manifest-backed production report.
2273	wasp	wæfs	*wábsaz	attested_variant	yes	none	source_material_available	dev_notes_slices/2273-wasp-wæfs.md, packets/2273-wasp-wæfs.md, research_memos/2273-wasp-wæfs.md	P1_nonregular_missing_production	yes	no	no	Non-regular attested_variant row with supporting source material but no manifest-backed production report.
2274	water	wæter	*wátōr	early_analogy	yes	none	source_material_available	dev_notes_slices/2274-water-wæter.md, packets/2274-water-wæter.md, research_memos/2274-water-wæter.md	P1_nonregular_missing_production	no	no	no	Non-regular early_analogy row with supporting source material but no manifest-backed production report.
2275	wax	weax	*wáxsą	regular	no	none	source_material_available	dev_notes_slices/2275-wax-weax.md, packets/2276-wax-weaxan.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2276	wax	weaxan	*wáxsaną	regular	yes	none	source_material_available	dev_notes_slices/2276-wax-weaxan.md, research_memos/2276-wax-weaxan.md	P2_regular_with_note_missing_production	no	no	no	Regular row has a NOTE and supporting source material but no manifest-backed production report.
2277	way	weġ	*wégaz	regular	yes	none	source_material_available	dev_notes_slices/2277-way-weġ.md, packets/2277-way-weġ.md, research_memos/2277-way-weġ.md	P2_regular_with_note_missing_production	no	no	no	Regular row has a NOTE and supporting source material but no manifest-backed production report.
2278	weapon	wǣpn	*wḗpną	regular	yes	none	source_material_available	dev_notes_slices/2278-weapon-wǣpn.md, packets/2278-weapon-wǣpn.md, research_memos/2278-weapon-wǣpn.md	P2_regular_with_note_missing_production	no	no	no	Regular row has a NOTE and supporting source material but no manifest-backed production report.
2279	weasel	wesle	*wéslōn	regular	no	none	source_material_available	dev_notes_slices/2279-weasel-wesle.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2280	weather	weder	*wédrą	regular	no	none	source_material_available	dev_notes_slices/2280-weather-weder.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2281	weave	wefan	*wébaną	regular	no	none	source_material_available	dev_notes_slices/2281-weave-wefan.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2282	west	westene	*wéstanē	regular	no	none	source_material_available	dev_notes_slices/2282-west-westene.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2283	wether	weþer	*wíθrą	regular	no	none	source_material_available	dev_notes_slices/2283-wether-weþer.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2284	whale	hwæl	*xwálaz	early_analogy	yes	none	source_material_available	dev_notes_slices/2284-whale-hwæl.md, packets/2284-whale-hwæl.md, research_memos/2284-whale-hwæl.md	P1_nonregular_missing_production	no	no	no	Non-regular early_analogy row with supporting source material but no manifest-backed production report.
2285	while	hwīl	*xwḯlō	regular	no	none	source_material_available	dev_notes_slices/2285-while-hwīl.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2286	whine	hwīnan	*xwḯnaną	early_analogy	no	none	source_material_available	dev_notes_slices/2286-whine-hwīnan.md, packets/2286-whine-hwīnan.md, research_memos/2286-whine-hwīnan.md	P1_nonregular_missing_production	no	no	no	Non-regular early_analogy row with supporting source material but no manifest-backed production report.
2287	whore	hōre	*xōrōn	regular	no	none	source_material_available	dev_notes_slices/2287-whore-hōre.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2288	widow	wuduwe	*wíduwōn	regular	no	none	source_material_available	dev_notes_slices/2288-widow-wuduwe.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2289	wield	wealdan	*wáldaną	regular	no	none	source_material_available	dev_notes_slices/2289-wield-wealdan.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2290	wife	wīf	*wḯbą	regular	no	none	source_material_available	dev_notes_slices/2290-wife-wīf.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2291	wight	wiht	*wéxtiz	regular	no	none	source_material_available	dev_notes_slices/2291-wight-wiht.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2292	will	willan	*wéljaną	regular	no	none	source_material_available	dev_notes_slices/2292-will-willan.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2293	will	willa	*wéljô	regular	yes	none	source_material_available	dev_notes_slices/2293-will-willa.md, packets/2293-will-willa.md, research_memos/2293-will-willa.md	P2_regular_with_note_missing_production	no	no	no	Regular row has a NOTE and supporting source material but no manifest-backed production report.
2294	wind	windan	*wíndaną	regular	yes	none	source_material_available	dev_notes_slices/2294-wind-windan.md, packets/2294-wind-windan.md, research_memos/2294-wind-windan.md	P2_regular_with_note_missing_production	no	no	no	Regular row has a NOTE and supporting source material but no manifest-backed production report.
2295	winter	winter	*wíntruz	regular	no	none	source_material_available	dev_notes_slices/2295-winter-winter.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2296	withy	wīþiġ	*wḯθagą	early_analogy	yes	none	source_material_available	dev_notes_slices/2296-withy-wīþiġ.md, packets/2296-withy-wīþiġ.md, research_memos/2296-withy-wīþiġ.md	P1_nonregular_missing_production	yes	no	no	Non-regular early_analogy row with supporting source material but no manifest-backed production report.
2297	wold	weald	*wálθuz	regular	yes	none	source_material_available	dev_notes_slices/2297-wold-weald.md, research_memos/2297-wold-weald.md	P2_regular_with_note_missing_production	no	no	no	Regular row has a NOTE and supporting source material but no manifest-backed production report.
2298	wolf	wulf	*wúlfaz	unexplained_unmodelled	yes	none	source_material_available	dev_notes_slices/2298-wolf-wulf.md, packets/2298-wolf-wulf.md, research_memos/2298-wolf-wulf.md	P1_nonregular_missing_production	no	no	maybe	Non-regular unexplained_unmodelled row with supporting source material but no manifest-backed production report.
2299	wonder	wundor	*wúndrą	regular	no	none	source_material_available	dev_notes_slices/2299-wonder-wundor.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2300	wool	wull	*wúllō	unexplained_unmodelled	yes	none	source_material_available	dev_notes_slices/2300-wool-wull.md, packets/2300-wool-wull.md, research_memos/2300-wool-wull.md	P1_nonregular_missing_production	yes	no	maybe	Non-regular unexplained_unmodelled row with supporting source material but no manifest-backed production report.
2301	word	word	*wúrdą	regular	no	none	source_material_available	dev_notes_slices/2301-word-word.md, packets/1936-ban-bannes.md, packets/1946-berry-berġes.md, packets/1969-breeches-brēċ.md, packets/1973-buck-bucc.md, packets/1981-craft-cræft.md, packets/1987-deed-dǣd.md, packets/2030-fowl-fugol.md, packets/2057-harvest-hierfest.md, packets/2077-hold-healdan.md, packets/2119-man-mannes.md, packets/2124-meed-meorde.md, packets/2140-night-niht.md, packets/2151-reek-rēac.md, packets/2162-rust-rust.md, packets/2198-smear-smierwan.md, packets/2227-strew-strīeġan.md, packets/2242-ten-tēon.md, packets/2250-thistle-þistles.md, packets/2297-wold-weald.md, packets/2312-bore-(3sg)-boraþ.md, packets/2313-learn-(iptv.2sg)-liorna.md, packets/2314-learn-(3sg)-liornaþ.md, packets/2316-lick-(3sg)-liccaþ.md, packets/2318-show-(3sg)-sċēawaþ.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2302	world	weorold	*wír-àldu	early_analogy	yes	none	source_material_available	dev_notes_slices/2302-world-weorold.md, packets/2302-world-weorold.md, research_memos/2302-world-weorold.md	P1_nonregular_missing_production	no	yes	no	Non-regular early_analogy row with supporting source material but no manifest-backed production report.
2303	worm	wyrm	*wúrmiz	regular	no	none	source_material_available	dev_notes_slices/2303-worm-wyrm.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2304	wring	wringan	*wrínganą	regular	no	none	source_material_available	dev_notes_slices/2304-wring-wringan.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2305	yarn	ġearn	*gárną	regular	yes	none	source_material_available	dev_notes_slices/2305-yarn-ġearn.md, packets/2305-yarn-ġearn.md, research_memos/2305-yarn-ġearn.md	P2_regular_with_note_missing_production	no	no	no	Regular row has a NOTE and supporting source material but no manifest-backed production report.
2306	year	ġēar	*jḗrą	regular	no	none	source_material_available	dev_notes_slices/2306-year-ġēar.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2307	yoke	ġeoc	*júką	regular	no	none	source_material_available	dev_notes_slices/2307-yoke-ġeoc.md	P4_no_report_required	no	no	no	Regular row has no NOTE and is outside the selective-report backlog.
2308	youth	ġeoguþ	*júgunθ	early_analogy	yes	none	source_material_available	dev_notes_slices/2308-youth-ġeoguþ.md, packets/2308-youth-ġeoguþ.md, research_memos/2308-youth-ġeoguþ.md, research_memos/batch_37_summary.md	P1_nonregular_missing_production	no	no	no	Non-regular early_analogy row with supporting source material but no manifest-backed production report.
2309	make (iptv.2sg)	maca	*mákô	late_analogy	yes	none	source_material_available	dev_notes_slices/2309-make-iptv-2sg-maca.md, packets/2309-make-(iptv.2sg)-maca.md, research_memos/2309-make-(iptv.2sg)-maca.md, research_memos/batch_11_summary.md	P1_nonregular_missing_production	no	no	maybe	Non-regular late_analogy row with supporting source material but no manifest-backed production report.
2310	make (3sg)	macaþ	*mákōθi	late_analogy	yes	none	source_material_available	dev_notes_slices/2310-make-(3sg)-macaþ.md, packets/2310-make-(3sg)-macaþ.md, research_memos/2310-make-(3sg)-macaþ.md	P1_nonregular_missing_production	no	no	maybe	Non-regular late_analogy row with supporting source material but no manifest-backed production report.
2311	bore (iptv.2sg)	bora	*búrô	late_analogy	yes	none	source_material_available	dev_notes_slices/2311-bore-(iptv.2sg)-bora.md, packets/2311-bore-(iptv.2sg)-bora.md, research_memos/2311-bore-(iptv.2sg)-bora.md	P1_nonregular_missing_production	no	no	maybe	Non-regular late_analogy row with supporting source material but no manifest-backed production report.
2312	bore (3sg)	boraþ	*búrōθi	late_analogy	yes	none	source_material_available	dev_notes_slices/2312-bore-(3sg)-boraþ.md, research_memos/2312-bore-(3sg)-boraþ.md	P1_nonregular_missing_production	no	no	maybe	Non-regular late_analogy row with supporting source material but no manifest-backed production report.
2313	learn (iptv.2sg)	liorna	*líznô	late_analogy	yes	none	source_material_available	dev_notes_slices/2313-learn-iptv-2sg-liorna.md, research_memos/2313-learn-(iptv.2sg)-liorna.md, research_memos/batch_12_summary.md	P1_nonregular_missing_production	no	no	maybe	Non-regular late_analogy row with supporting source material but no manifest-backed production report.
2314	learn (3sg)	liornaþ	*líznōθi	late_analogy	yes	none	source_material_available	dev_notes_slices/2314-learn-(3sg)-liornaþ.md, research_memos/2314-learn-(3sg)-liornaþ.md	P1_nonregular_missing_production	no	no	maybe	Non-regular late_analogy row with supporting source material but no manifest-backed production report.
2315	lick (iptv.2sg)	licca	*líkkô	late_analogy	yes	none	source_material_available	dev_notes_slices/2315-lick-iptv-2sg-licca.md, packets/2315-lick-(iptv.2sg)-licca.md, research_memos/2315-lick-(iptv.2sg)-licca.md, research_memos/batch_13_summary.md	P1_nonregular_missing_production	no	no	maybe	Non-regular late_analogy row with supporting source material but no manifest-backed production report.
